condition,attack,persona_id,risk_tier,rank,top1,top3,score_true,top_candidate
c6_aggressive_redaction,char_tfidf,P0098,T3,2,0,1,0.05805562898527477,P0000
c6_aggressive_redaction,char_tfidf,P0099,T1,9,0,0,0.03194679193042436,P0022
c6_aggressive_redaction,char_tfidf,P0101,T3,5,0,0,0.04154164615018865,P0091
c6_aggressive_redaction,char_tfidf,P0102,T1,9,0,0,0.04173230957271494,P0039
c6_aggressive_redaction,char_tfidf,P0103,T2,4,0,0,0.04298408225175276,P0009
c6_aggressive_redaction,char_tfidf,P0104,T3,6,0,0,0.030267002908990443,P0009
c6_aggressive_redaction,char_tfidf,P0106,T2,4,0,0,0.048324109977365116,P0098
c6_aggressive_redaction,char_tfidf,P0107,T3,9,0,0,0.02182857370918141,P0091
c6_aggressive_redaction,char_tfidf,P0108,T1,10,0,0,0.03149844783976133,P0044
c6_aggressive_redaction,char_tfidf,P0109,T2,4,0,0,0.04708670693491628,P0005
c6_aggressive_redaction,char_tfidf,P0111,T1,8,0,0,0.04490611451397513,P0013
c6_aggressive_redaction,char_tfidf,P0112,T2,9,0,0,0.022491214578183826,P0071
c6_aggressive_redaction,char_tfidf,P0113,T3,10,0,0,0.02405185219632126,P0106
c6_aggressive_redaction,char_tfidf,P0114,T1,7,0,0,0.04124636259819247,P0009
c6_aggressive_redaction,char_tfidf,P0116,T3,6,0,0,0.042475474959513905,P0005
c6_aggressive_redaction,char_tfidf,P0117,T1,5,0,0,0.04851643646976191,P0005
c6_aggressive_redaction,char_tfidf,P0118,T2,3,0,1,0.050017354668857476,P0072
c6_aggressive_redaction,char_tfidf,P0119,T3,7,0,0,0.03920954741463014,P0007
original,char_tfidf,P0001,T2,5,0,0,0.07491346037496618,P0046
original,char_tfidf,P0002,T3,1,1,1,0.29464272165548905,P0002
original,char_tfidf,P0003,T1,3,0,1,0.06832775419223608,P0117
original,char_tfidf,P0004,T2,1,1,1,0.10359185211079375,P0004
original,char_tfidf,P0006,T1,5,0,0,0.07084371604386872,P0057
original,char_tfidf,P0007,T2,2,0,1,0.11189856816512901,P0045
original,char_tfidf,P0008,T3,1,1,1,0.30907277487817025,P0008
original,char_tfidf,P0009,T1,1,1,1,0.09853133812670005,P0009
original,char_tfidf,P0011,T3,1,1,1,0.3381304438241376,P0011
original,char_tfidf,P0012,T1,1,1,1,0.08198990488511822,P0012
original,char_tfidf,P0013,T2,1,1,1,0.14526249739793268,P0013
original,char_tfidf,P0014,T3,1,1,1,0.3049855856477089,P0014
original,char_tfidf,P0016,T2,1,1,1,0.10920044148824497,P0016
original,char_tfidf,P0017,T3,1,1,1,0.3192339692232218,P0017
original,char_tfidf,P0018,T1,2,0,1,0.09512820717232229,P0057
original,char_tfidf,P0019,T2,2,0,1,0.12157448557192628,P0043
original,char_tfidf,P0021,T1,6,0,0,0.05858476758910347,P0051
original,char_tfidf,P0022,T2,1,1,1,0.11367057256330049,P0022
original,char_tfidf,P0023,T3,1,1,1,0.31356876251515137,P0023
original,char_tfidf,P0024,T1,8,0,0,0.06765260513422125,P0011
original,char_tfidf,P0026,T3,1,1,1,0.3030449122629544,P0026
original,char_tfidf,P0027,T1,8,0,0,0.05650989621679903,P0057
original,char_tfidf,P0028,T2,1,1,1,0.12305936715825025,P0028
original,char_tfidf,P0029,T3,1,1,1,0.306102840669119,P0029
original,char_tfidf,P0031,T2,2,0,1,0.09146126533479315,P0047
original,char_tfidf,P0032,T3,1,1,1,0.29948306168570854,P0032
original,char_tfidf,P0033,T1,3,0,1,0.0729248717040436,P0018
original,char_tfidf,P0034,T2,4,0,0,0.11140023645460373,P0029
original,char_tfidf,P0036,T1,3,0,1,0.07253498468254692,P0018
original,char_tfidf,P0037,T2,1,1,1,0.1518215210561041,P0037
original,char_tfidf,P0038,T3,1,1,1,0.3111841615277398,P0038
original,char_tfidf,P0039,T1,4,0,0,0.07193965825809566,P0057
original,char_tfidf,P0041,T3,1,1,1,0.3021914262019089,P0041
original,char_tfidf,P0042,T1,8,0,0,0.057541251505793325,P0086
original,char_tfidf,P0043,T2,1,1,1,0.1439062835291971,P0043
original,char_tfidf,P0044,T3,1,1,1,0.3087108106087993,P0044
original,char_tfidf,P0046,T2,2,0,1,0.12106376649053173,P0094
original,char_tfidf,P0047,T3,1,1,1,0.29997905944015146,P0047
original,char_tfidf,P0048,T1,9,0,0,0.05602534379837295,P0059
original,char_tfidf,P0049,T2,1,1,1,0.12643648589970075,P0049
original,char_tfidf,P0051,T1,4,0,0,0.07038710010588409,P0003
original,char_tfidf,P0052,T2,1,1,1,0.13062049080711627,P0052
original,char_tfidf,P0053,T3,1,1,1,0.25048634028784095,P0053
original,char_tfidf,P0054,T1,9,0,0,0.06234862071163539,P0030
original,char_tfidf,P0056,T3,1,1,1,0.3255356659942794,P0056
original,char_tfidf,P0057,T1,2,0,1,0.08736209341949919,P0018
original,char_tfidf,P0058,T2,3,0,1,0.09716180721409833,P0073
original,char_tfidf,P0059,T3,1,1,1,0.29398279891743134,P0059
original,char_tfidf,P0061,T2,1,1,1,0.1394820653332428,P0061
original,char_tfidf,P0062,T3,1,1,1,0.32147602087712274,P0062
original,char_tfidf,P0063,T1,4,0,0,0.07033838847378446,P0011
original,char_tfidf,P0064,T2,2,0,1,0.12096186638335349,P0035
original,char_tfidf,P0066,T1,4,0,0,0.06823826414192595,P0074
original,char_tfidf,P0067,T2,2,0,1,0.10280949791551516,P0000
original,char_tfidf,P0068,T3,1,1,1,0.31969380631318894,P0068
original,char_tfidf,P0069,T1,10,0,0,0.05318863487823024,P0107
original,char_tfidf,P0071,T3,1,1,1,0.262182396398928,P0071
original,char_tfidf,P0072,T1,5,0,0,0.074029172514154,P0040
original,char_tfidf,P0073,T2,1,1,1,0.13013883399178364,P0073
original,char_tfidf,P0074,T3,1,1,1,0.34432617762701745,P0074
original,char_tfidf,P0076,T2,2,0,1,0.11568016456501876,P0045
original,char_tfidf,P0077,T3,1,1,1,0.2897539278293035,P0077
original,char_tfidf,P0078,T1,10,0,0,0.04076933383157773,P0008
original,char_tfidf,P0079,T2,7,0,0,0.08354029569922533,P0050
original,char_tfidf,P0081,T1,2,0,1,0.08190617896334665,P0011
original,char_tfidf,P0082,T2,2,0,1,0.11158379706945963,P0045
original,char_tfidf,P0083,T3,1,1,1,0.3208114261384002,P0083
original,char_tfidf,P0084,T1,3,0,1,0.07410462107927493,P0080
original,char_tfidf,P0086,T3,1,1,1,0.3251121843612977,P0086
original,char_tfidf,P0087,T1,2,0,1,0.08148359577888442,P0106
original,char_tfidf,P0088,T2,2,0,1,0.10653840598054416,P0030
original,char_tfidf,P0089,T3,1,1,1,0.28351919162774436,P0089
original,char_tfidf,P0091,T2,2,0,1,0.13006574314425978,P0101
original,char_tfidf,P0092,T3,1,1,1,0.28545932870042356,P0092
original,char_tfidf,P0093,T1,2,0,1,0.09042709910084702,P0043
original,char_tfidf,P0094,T2,3,0,1,0.11675500816208247,P0011
original,char_tfidf,P0096,T1,4,0,0,0.07161224366159745,P0046
original,char_tfidf,P0097,T2,1,1,1,0.13739075113288096,P0097
original,char_tfidf,P0098,T3,1,1,1,0.3283166290385472,P0098
original,char_tfidf,P0099,T1,6,0,0,0.0638106112103624,P0041
original,char_tfidf,P0101,T3,1,1,1,0.32069452852989444,P0101
original,char_tfidf,P0102,T1,7,0,0,0.05735006229556199,P0060
original,char_tfidf,P0103,T2,1,1,1,0.1320210042801021,P0103
original,char_tfidf,P0104,T3,1,1,1,0.2992565730139169,P0104
original,char_tfidf,P0106,T2,1,1,1,0.13828843271584565,P0106
original,char_tfidf,P0107,T3,1,1,1,0.2863479221000268,P0107
original,char_tfidf,P0108,T1,5,0,0,0.07279226647428687,P0044
original,char_tfidf,P0109,T2,1,1,1,0.12212919365963508,P0109
original,char_tfidf,P0111,T1,5,0,0,0.06096700568399052,P0013
original,char_tfidf,P0112,T2,5,0,0,0.08143791833306649,P0071
original,char_tfidf,P0113,T3,1,1,1,0.28845023754085436,P0113
original,char_tfidf,P0114,T1,6,0,0,0.05776177114040462,P0009
original,char_tfidf,P0116,T3,1,1,1,0.2900429782036474,P0116
original,char_tfidf,P0117,T1,3,0,1,0.07402402257669231,P0003
original,char_tfidf,P0118,T2,1,1,1,0.13765931897696104,P0118
original,char_tfidf,P0119,T3,1,1,1,0.3091052789631956,P0119
c1_direct_redaction,field_weighted,P0001,T2,1,1,1,17.029999999999998,P0001
c1_direct_redaction,field_weighted,P0002,T3,1,1,1,33.8,P0002
c1_direct_redaction,field_weighted,P0003,T1,3,0,1,5.039999999999999,P0117
c1_direct_redaction,field_weighted,P0004,T2,1,1,1,17.029999999999998,P0004
c1_direct_redaction,field_weighted,P0006,T1,1,1,1,5.039999999999999,P0006
c1_direct_redaction,field_weighted,P0007,T2,1,1,1,17.029999999999998,P0007
c1_direct_redaction,field_weighted,P0008,T3,1,1,1,33.8,P0008
c1_direct_redaction,field_weighted,P0009,T1,1,1,1,5.039999999999999,P0009
c1_direct_redaction,field_weighted,P0011,T3,1,1,1,33.8,P0011
c1_direct_redaction,field_weighted,P0012,T1,2,0,1,5.039999999999999,P0117
c1_direct_redaction,field_weighted,P0013,T2,1,1,1,17.029999999999998,P0013
c1_direct_redaction,field_weighted,P0014,T3,1,1,1,33.8,P0014
c1_direct_redaction,field_weighted,P0016,T2,1,1,1,17.029999999999998,P0016
c1_direct_redaction,field_weighted,P0017,T3,1,1,1,33.8,P0017
c1_direct_redaction,field_weighted,P0018,T1,1,1,1,5.039999999999999,P0018
c1_direct_redaction,field_weighted,P0019,T2,1,1,1,17.029999999999998,P0019
c1_direct_redaction,field_weighted,P0021,T1,1,1,1,5.039999999999999,P0021
c1_direct_redaction,field_weighted,P0022,T2,1,1,1,17.029999999999998,P0022
c1_direct_redaction,field_weighted,P0023,T3,1,1,1,33.8,P0023
c1_direct_redaction,field_weighted,P0024,T1,1,1,1,5.039999999999999,P0024
c1_direct_redaction,field_weighted,P0026,T3,1,1,1,33.8,P0026
c1_direct_redaction,field_weighted,P0027,T1,1,1,1,5.039999999999999,P0027
c1_direct_redaction,field_weighted,P0028,T2,1,1,1,17.029999999999998,P0028
c1_direct_redaction,field_weighted,P0029,T3,1,1,1,33.8,P0029
c1_direct_redaction,field_weighted,P0031,T2,1,1,1,17.029999999999998,P0031
c1_direct_redaction,field_weighted,P0032,T3,1,1,1,33.8,P0032
c1_direct_redaction,field_weighted,P0033,T1,1,1,1,5.039999999999999,P0033
c1_direct_redaction,field_weighted,P0034,T2,1,1,1,17.029999999999998,P0034
c1_direct_redaction,field_weighted,P0036,T1,1,1,1,5.039999999999999,P0036
c1_direct_redaction,field_weighted,P0037,T2,1,1,1,17.029999999999998,P0037
c1_direct_redaction,field_weighted,P0038,T3,1,1,1,33.8,P0038
c1_direct_redaction,field_weighted,P0039,T1,1,1,1,5.039999999999999,P0039
c1_direct_redaction,field_weighted,P0041,T3,1,1,1,33.8,P0041
c1_direct_redaction,field_weighted,P0042,T1,1,1,1,5.039999999999999,P0042
c1_direct_redaction,field_weighted,P0043,T2,1,1,1,17.029999999999998,P0043
c1_direct_redaction,field_weighted,P0044,T3,1,1,1,33.8,P0044
c1_direct_redaction,field_weighted,P0046,T2,1,1,1,17.029999999999998,P0046
c1_direct_redaction,field_weighted,P0047,T3,1,1,1,33.8,P0047
c1_direct_redaction,field_weighted,P0048,T1,1,1,1,5.039999999999999,P0048
c1_direct_redaction,field_weighted,P0049,T2,1,1,1,17.029999999999998,P0049
c1_direct_redaction,field_weighted,P0051,T1,1,1,1,5.039999999999999,P0051
c1_direct_redaction,field_weighted,P0052,T2,1,1,1,17.029999999999998,P0052
c1_direct_redaction,field_weighted,P0053,T3,1,1,1,33.8,P0053
c1_direct_redaction,field_weighted,P0054,T1,1,1,1,5.039999999999999,P0054
c1_direct_redaction,field_weighted,P0056,T3,1,1,1,33.8,P0056
c1_direct_redaction,field_weighted,P0057,T1,1,1,1,5.039999999999999,P0057
c1_direct_redaction,field_weighted,P0058,T2,1,1,1,17.029999999999998,P0058
c1_direct_redaction,field_weighted,P0059,T3,1,1,1,33.8,P0059
c1_direct_redaction,field_weighted,P0061,T2,1,1,1,17.029999999999998,P0061
c1_direct_redaction,field_weighted,P0062,T3,1,1,1,33.8,P0062
c1_direct_redaction,field_weighted,P0063,T1,1,1,1,5.039999999999999,P0063
c1_direct_redaction,field_weighted,P0064,T2,1,1,1,17.029999999999998,P0064
c1_direct_redaction,field_weighted,P0066,T1,1,1,1,5.039999999999999,P0066
c1_direct_redaction,field_weighted,P0067,T2,1,1,1,17.029999999999998,P0067
c1_direct_redaction,field_weighted,P0068,T3,1,1,1,33.8,P0068
c1_direct_redaction,field_weighted,P0069,T1,1,1,1,5.039999999999999,P0069
c1_direct_redaction,field_weighted,P0071,T3,1,1,1,33.8,P0071
c1_direct_redaction,field_weighted,P0072,T1,1,1,1,5.039999999999999,P0072
c1_direct_redaction,field_weighted,P0073,T2,1,1,1,17.029999999999998,P0073
c1_direct_redaction,field_weighted,P0074,T3,1,1,1,33.8,P0074
c1_direct_redaction,field_weighted,P0076,T2,1,1,1,17.029999999999998,P0076
c1_direct_redaction,field_weighted,P0077,T3,1,1,1,33.8,P0077
c1_direct_redaction,field_weighted,P0078,T1,1,1,1,5.039999999999999,P0078
c1_direct_redaction,field_weighted,P0079,T2,1,1,1,17.029999999999998,P0079
c1_direct_redaction,field_weighted,P0081,T1,1,1,1,5.039999999999999,P0081
c1_direct_redaction,field_weighted,P0082,T2,1,1,1,17.029999999999998,P0082
c1_direct_redaction,field_weighted,P0083,T3,1,1,1,33.8,P0083
c1_direct_redaction,field_weighted,P0084,T1,1,1,1,5.039999999999999,P0084
c1_direct_redaction,field_weighted,P0086,T3,1,1,1,33.8,P0086
c1_direct_redaction,field_weighted,P0087,T1,1,1,1,5.039999999999999,P0087
c1_direct_redaction,field_weighted,P0088,T2,1,1,1,17.029999999999998,P0088
c1_direct_redaction,field_weighted,P0089,T3,1,1,1,33.8,P0089
c1_direct_redaction,field_weighted,P0091,T2,1,1,1,17.029999999999998,P0091
c1_direct_redaction,field_weighted,P0092,T3,1,1,1,33.8,P0092
c1_direct_redaction,field_weighted,P0093,T1,1,1,1,5.039999999999999,P0093
c1_direct_redaction,field_weighted,P0094,T2,1,1,1,17.029999999999998,P0094
c1_direct_redaction,field_weighted,P0096,T1,1,1,1,5.039999999999999,P0096
c1_direct_redaction,field_weighted,P0097,T2,1,1,1,17.029999999999998,P0097
c1_direct_redaction,field_weighted,P0098,T3,1,1,1,33.8,P0098
c1_direct_redaction,field_weighted,P0099,T1,1,1,1,5.039999999999999,P0099
c1_direct_redaction,field_weighted,P0101,T3,1,1,1,33.8,P0101
c1_direct_redaction,field_weighted,P0102,T1,1,1,1,5.039999999999999,P0102
c1_direct_redaction,field_weighted,P0103,T2,1,1,1,17.029999999999998,P0103
c1_direct_redaction,field_weighted,P0104,T3,1,1,1,33.8,P0104
c1_direct_redaction,field_weighted,P0106,T2,1,1,1,17.029999999999998,P0106
c1_direct_redaction,field_weighted,P0107,T3,1,1,1,33.8,P0107
c1_direct_redaction,field_weighted,P0108,T1,1,1,1,5.039999999999999,P0108
c1_direct_redaction,field_weighted,P0109,T2,1,1,1,17.029999999999998,P0109
c1_direct_redaction,field_weighted,P0111,T1,1,1,1,5.039999999999999,P0111
c1_direct_redaction,field_weighted,P0112,T2,1,1,1,17.029999999999998,P0112
c1_direct_redaction,field_weighted,P0113,T3,1,1,1,33.8,P0113
c1_direct_redaction,field_weighted,P0114,T1,1,1,1,5.039999999999999,P0114
c1_direct_redaction,field_weighted,P0116,T3,1,1,1,33.8,P0116
c1_direct_redaction,field_weighted,P0117,T1,1,1,1,7.64,P0117
c1_direct_redaction,field_weighted,P0118,T2,1,1,1,17.029999999999998,P0118
c1_direct_redaction,field_weighted,P0119,T3,1,1,1,33.8,P0119
c1b_presidio_redaction,field_weighted,P0001,T2,1,1,1,17.029999999999998,P0001
c1b_presidio_redaction,field_weighted,P0002,T3,1,1,1,27.799999999999997,P0002
c1b_presidio_redaction,field_weighted,P0003,T1,3,0,1,5.039999999999999,P0117
c1b_presidio_redaction,field_weighted,P0004,T2,1,1,1,13.03,P0004
c1b_presidio_redaction,field_weighted,P0006,T1,1,1,1,3.6399999999999997,P0006
c1b_presidio_redaction,field_weighted,P0007,T2,1,1,1,17.029999999999998,P0007
c1b_presidio_redaction,field_weighted,P0008,T3,1,1,1,27.799999999999997,P0008
c1b_presidio_redaction,field_weighted,P0009,T1,1,1,1,5.039999999999999,P0009
c1b_presidio_redaction,field_weighted,P0011,T3,1,1,1,29.799999999999997,P0011
c1b_presidio_redaction,field_weighted,P0012,T1,2,0,1,5.039999999999999,P0117
c1b_presidio_redaction,field_weighted,P0013,T2,1,1,1,13.03,P0013
c1b_presidio_redaction,field_weighted,P0014,T3,1,1,1,21.4,P0014
c1b_presidio_redaction,field_weighted,P0016,T2,1,1,1,13.03,P0016
c1b_presidio_redaction,field_weighted,P0017,T3,1,1,1,33.8,P0017
c1b_presidio_redaction,field_weighted,P0018,T1,1,1,1,3.6399999999999997,P0018
c1b_presidio_redaction,field_weighted,P0019,T2,1,1,1,13.03,P0019
c1b_presidio_redaction,field_weighted,P0021,T1,1,1,1,5.039999999999999,P0021
c1b_presidio_redaction,field_weighted,P0022,T2,1,1,1,17.029999999999998,P0022
c1b_presidio_redaction,field_weighted,P0023,T3,1,1,1,27.799999999999997,P0023
c1b_presidio_redaction,field_weighted,P0024,T1,1,1,1,3.6399999999999997,P0024
c1b_presidio_redaction,field_weighted,P0026,T3,1,1,1,27.799999999999997,P0026
c1b_presidio_redaction,field_weighted,P0027,T1,1,1,1,3.6399999999999997,P0027
c1b_presidio_redaction,field_weighted,P0028,T2,1,1,1,13.03,P0028
c1b_presidio_redaction,field_weighted,P0029,T3,1,1,1,29.4,P0029
c1b_presidio_redaction,field_weighted,P0031,T2,1,1,1,17.029999999999998,P0031
c1b_presidio_redaction,field_weighted,P0032,T3,1,1,1,29.799999999999997,P0032
c1b_presidio_redaction,field_weighted,P0033,T1,1,1,1,3.6399999999999997,P0033
c1b_presidio_redaction,field_weighted,P0034,T2,1,1,1,14.429999999999998,P0034
c1b_presidio_redaction,field_weighted,P0036,T1,1,1,1,3.6399999999999997,P0036
c1b_presidio_redaction,field_weighted,P0037,T2,1,1,1,17.029999999999998,P0037
c1b_presidio_redaction,field_weighted,P0038,T3,1,1,1,29.799999999999997,P0038
c1b_presidio_redaction,field_weighted,P0039,T1,1,1,1,3.6399999999999997,P0039
c1b_presidio_redaction,field_weighted,P0041,T3,1,1,1,27.4,P0041
c1b_presidio_redaction,field_weighted,P0042,T1,3,0,1,3.6399999999999997,P0003
c1b_presidio_redaction,field_weighted,P0043,T2,1,1,1,17.029999999999998,P0043
c1b_presidio_redaction,field_weighted,P0044,T3,1,1,1,29.799999999999997,P0044
c1b_presidio_redaction,field_weighted,P0046,T2,1,1,1,17.029999999999998,P0046
c1b_presidio_redaction,field_weighted,P0047,T3,1,1,1,29.799999999999997,P0047
c1b_presidio_redaction,field_weighted,P0048,T1,1,1,1,3.6399999999999997,P0048
c1b_presidio_redaction,field_weighted,P0049,T2,1,1,1,13.03,P0049
c1b_presidio_redaction,field_weighted,P0051,T1,1,1,1,5.039999999999999,P0051
c1b_presidio_redaction,field_weighted,P0052,T2,1,1,1,13.03,P0052
c1b_presidio_redaction,field_weighted,P0053,T3,1,1,1,25.799999999999997,P0053
c1b_presidio_redaction,field_weighted,P0054,T1,1,1,1,3.6399999999999997,P0054
c1b_presidio_redaction,field_weighted,P0056,T3,1,1,1,27.4,P0056
c1b_presidio_redaction,field_weighted,P0057,T1,1,1,1,3.6399999999999997,P0057
c1b_presidio_redaction,field_weighted,P0058,T2,1,1,1,13.03,P0058
c1b_presidio_redaction,field_weighted,P0059,T3,1,1,1,27.799999999999997,P0059
c1b_presidio_redaction,field_weighted,P0061,T2,1,1,1,13.03,P0061
c1b_presidio_redaction,field_weighted,P0062,T3,1,1,1,27.799999999999997,P0062
c1b_presidio_redaction,field_weighted,P0063,T1,1,1,1,3.6399999999999997,P0063
c1b_presidio_redaction,field_weighted,P0064,T2,1,1,1,13.03,P0064
c1b_presidio_redaction,field_weighted,P0066,T1,1,1,1,3.6399999999999997,P0066
c1b_presidio_redaction,field_weighted,P0067,T2,1,1,1,13.03,P0067
c1b_presidio_redaction,field_weighted,P0068,T3,1,1,1,27.799999999999997,P0068
c1b_presidio_redaction,field_weighted,P0069,T1,1,1,1,3.6399999999999997,P0069
c1b_presidio_redaction,field_weighted,P0071,T3,1,1,1,33.8,P0071
c1b_presidio_redaction,field_weighted,P0072,T1,1,1,1,3.6399999999999997,P0072
c1b_presidio_redaction,field_weighted,P0073,T2,1,1,1,13.03,P0073
c1b_presidio_redaction,field_weighted,P0074,T3,1,1,1,29.799999999999997,P0074
c1b_presidio_redaction,field_weighted,P0076,T2,1,1,1,13.03,P0076
c1b_presidio_redaction,field_weighted,P0077,T3,1,1,1,25.4,P0077
c1b_presidio_redaction,field_weighted,P0078,T1,1,1,1,5.039999999999999,P0078
c1b_presidio_redaction,field_weighted,P0079,T2,1,1,1,17.029999999999998,P0079
c1b_presidio_redaction,field_weighted,P0081,T1,1,1,1,3.6399999999999997,P0081
c1b_presidio_redaction,field_weighted,P0082,T2,1,1,1,13.03,P0082
c1b_presidio_redaction,field_weighted,P0083,T3,1,1,1,33.8,P0083
c1b_presidio_redaction,field_weighted,P0084,T1,1,1,1,3.6399999999999997,P0084
c1b_presidio_redaction,field_weighted,P0086,T3,1,1,1,29.799999999999997,P0086
c1b_presidio_redaction,field_weighted,P0087,T1,1,1,1,3.6399999999999997,P0087
c1b_presidio_redaction,field_weighted,P0088,T2,1,1,1,17.029999999999998,P0088
c1b_presidio_redaction,field_weighted,P0089,T3,1,1,1,29.799999999999997,P0089
c1b_presidio_redaction,field_weighted,P0091,T2,1,1,1,14.429999999999998,P0091
c1b_presidio_redaction,field_weighted,P0092,T3,1,1,1,31.799999999999997,P0092
c1b_presidio_redaction,field_weighted,P0093,T1,1,1,1,3.6399999999999997,P0093
c1b_presidio_redaction,field_weighted,P0094,T2,1,1,1,13.03,P0094
c1b_presidio_redaction,field_weighted,P0096,T1,1,1,1,3.6399999999999997,P0096
c1b_presidio_redaction,field_weighted,P0097,T2,1,1,1,13.03,P0097
c1b_presidio_redaction,field_weighted,P0098,T3,1,1,1,33.8,P0098
c1b_presidio_redaction,field_weighted,P0099,T1,1,1,1,5.039999999999999,P0099
c1b_presidio_redaction,field_weighted,P0101,T3,1,1,1,29.4,P0101
c1b_presidio_redaction,field_weighted,P0102,T1,1,1,1,3.6399999999999997,P0102
c1b_presidio_redaction,field_weighted,P0103,T2,1,1,1,13.03,P0103
c1b_presidio_redaction,field_weighted,P0104,T3,1,1,1,33.8,P0104
c1b_presidio_redaction,field_weighted,P0106,T2,1,1,1,13.03,P0106
c1b_presidio_redaction,field_weighted,P0107,T3,1,1,1,31.799999999999997,P0107
c1b_presidio_redaction,field_weighted,P0108,T1,2,0,1,3.6399999999999997,P0021
c1b_presidio_redaction,field_weighted,P0109,T2,1,1,1,13.03,P0109
c1b_presidio_redaction,field_weighted,P0111,T1,1,1,1,3.6399999999999997,P0111
c1b_presidio_redaction,field_weighted,P0112,T2,1,1,1,17.029999999999998,P0112
c1b_presidio_redaction,field_weighted,P0113,T3,1,1,1,29.799999999999997,P0113
c1b_presidio_redaction,field_weighted,P0114,T1,1,1,1,5.039999999999999,P0114
c1b_presidio_redaction,field_weighted,P0116,T3,1,1,1,33.8,P0116
c1b_presidio_redaction,field_weighted,P0117,T1,1,1,1,7.64,P0117
c1b_presidio_redaction,field_weighted,P0118,T2,1,1,1,13.03,P0118
c1b_presidio_redaction,field_weighted,P0119,T3,1,1,1,27.799999999999997,P0119
c2_consistent_pseudonym,field_weighted,P0001,T2,1,1,1,10.43,P0001
c2_consistent_pseudonym,field_weighted,P0002,T3,1,1,1,25.799999999999997,P0002
c2_consistent_pseudonym,field_weighted,P0003,T1,3,0,1,5.039999999999999,P0117
c2_consistent_pseudonym,field_weighted,P0004,T2,1,1,1,10.43,P0004
c2_consistent_pseudonym,field_weighted,P0006,T1,1,1,1,5.039999999999999,P0006
c2_consistent_pseudonym,field_weighted,P0007,T2,1,1,1,10.43,P0007
c2_consistent_pseudonym,field_weighted,P0008,T3,1,1,1,25.799999999999997,P0008
c2_consistent_pseudonym,field_weighted,P0009,T1,1,1,1,5.039999999999999,P0009
c2_consistent_pseudonym,field_weighted,P0011,T3,1,1,1,25.799999999999997,P0011
c2_consistent_pseudonym,field_weighted,P0012,T1,2,0,1,5.039999999999999,P0117
c2_consistent_pseudonym,field_weighted,P0013,T2,1,1,1,10.43,P0013
c2_consistent_pseudonym,field_weighted,P0014,T3,1,1,1,25.799999999999997,P0014
c2_consistent_pseudonym,field_weighted,P0016,T2,1,1,1,10.43,P0016
c2_consistent_pseudonym,field_weighted,P0017,T3,1,1,1,25.799999999999997,P0017
c2_consistent_pseudonym,field_weighted,P0018,T1,1,1,1,5.039999999999999,P0018
c2_consistent_pseudonym,field_weighted,P0019,T2,1,1,1,10.43,P0019
c2_consistent_pseudonym,field_weighted,P0021,T1,1,1,1,5.039999999999999,P0021
c2_consistent_pseudonym,field_weighted,P0022,T2,1,1,1,10.43,P0022
c2_consistent_pseudonym,field_weighted,P0023,T3,1,1,1,25.799999999999997,P0023
c2_consistent_pseudonym,field_weighted,P0024,T1,1,1,1,5.039999999999999,P0024
c2_consistent_pseudonym,field_weighted,P0026,T3,1,1,1,25.799999999999997,P0026
c2_consistent_pseudonym,field_weighted,P0027,T1,1,1,1,5.039999999999999,P0027
c2_consistent_pseudonym,field_weighted,P0028,T2,1,1,1,10.43,P0028
c2_consistent_pseudonym,field_weighted,P0029,T3,1,1,1,25.799999999999997,P0029
c2_consistent_pseudonym,field_weighted,P0031,T2,1,1,1,10.43,P0031
c2_consistent_pseudonym,field_weighted,P0032,T3,1,1,1,25.799999999999997,P0032
c2_consistent_pseudonym,field_weighted,P0033,T1,1,1,1,5.039999999999999,P0033
c2_consistent_pseudonym,field_weighted,P0034,T2,1,1,1,10.43,P0034
c2_consistent_pseudonym,field_weighted,P0036,T1,1,1,1,5.039999999999999,P0036
c2_consistent_pseudonym,field_weighted,P0037,T2,1,1,1,10.43,P0037
c2_consistent_pseudonym,field_weighted,P0038,T3,1,1,1,25.799999999999997,P0038
c2_consistent_pseudonym,field_weighted,P0039,T1,1,1,1,5.039999999999999,P0039
c2_consistent_pseudonym,field_weighted,P0041,T3,1,1,1,25.799999999999997,P0041
c2_consistent_pseudonym,field_weighted,P0042,T1,1,1,1,5.039999999999999,P0042
c2_consistent_pseudonym,field_weighted,P0043,T2,1,1,1,10.43,P0043
c2_consistent_pseudonym,field_weighted,P0044,T3,1,1,1,25.799999999999997,P0044
c2_consistent_pseudonym,field_weighted,P0046,T2,1,1,1,10.43,P0046
c2_consistent_pseudonym,field_weighted,P0047,T3,1,1,1,25.799999999999997,P0047
c2_consistent_pseudonym,field_weighted,P0048,T1,1,1,1,5.039999999999999,P0048
c2_consistent_pseudonym,field_weighted,P0049,T2,1,1,1,10.43,P0049
c2_consistent_pseudonym,field_weighted,P0051,T1,1,1,1,5.039999999999999,P0051
c2_consistent_pseudonym,field_weighted,P0052,T2,1,1,1,10.43,P0052
c2_consistent_pseudonym,field_weighted,P0053,T3,1,1,1,25.799999999999997,P0053
c2_consistent_pseudonym,field_weighted,P0054,T1,1,1,1,5.039999999999999,P0054
c2_consistent_pseudonym,field_weighted,P0056,T3,1,1,1,25.799999999999997,P0056
c2_consistent_pseudonym,field_weighted,P0057,T1,1,1,1,5.039999999999999,P0057
